fuel_type_code,station_name,street_address,intersection_directions,city,state,zip,plus4,station_phone,status_code,expected_date,groups_with_access_code,access_days_time,cards_accepted,bd_blends,ng_fill_type_code,ng_psi,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_other_info,ev_network,ev_network_web,geocode_status,latitude,longitude,date_last_confirmed,id,location
LPG,Georgetown Propane,6504 W Highway 29,6.5 miles west of Georgetown,Georgetown,TX,78628,,512-863-8998,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash Checks A D M V,,,,,,,,,,200-8,30.6370166,-97.7977141,2011-10-31,22378,POINT(-97.7977141 30.6370166)
LPG,Gierisch Brothers Motor Co,608 N Pine,0.25 miles east of Railroad on Old Highway 114 (Byron Nelson Blvd),Roanoke,TX,76262,,817-491-2149,E,,Public - see hours,8am-6pm M-F,Cash A D M V,,,,,,,,,,200-8,33.0029538,-97.2254894,2011-10-31,22379,POINT(-97.2254894 33.0029538)
LPG,Godfrey Propane Co,2103 S Main,3 miles south of courthouse on Highway 174,Cleburne,TX,76031,,817-645-8846,E,,Public - see hours,8am-4:30pm M-F,Cash D M V,,,,,,,,,,200-8,32.3272098,-97.3820693,2011-10-31,22381,POINT(-97.3820693 32.3272098)
LPG,Phillips 66 - Golden Spread Sales Co,414 S Highway 207,Across from grocery store,Spearman,TX,79081,,806-659-3776,E,,Public - see hours,"6:30am-6pm M-F, 6:30am-5pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,36.1945637,-101.2018774,2011-10-31,22382,POINT(-101.2018774 36.1945637)
LPG,Grande Butane Co,2151 E Highway 83,,Rio Grande City,TX,78582,,956-487-2574,E,,Public - see hours,8am-5pm M-Sat,Cash A D M V,,,,,,,,,,200-8,26.3717663,-98.850475,2011-10-31,22385,POINT(-98.850475 26.3717663)
LPG,Gray Fuel & Chemical,207 S McKinley,1 block east of Highway 70,Rotan,TX,79546,,325-735-2381,E,,Public - call ahead,8am-5pm M-F,Cash Checks M V,,,,,,,,,,200-8,32.8510052,-100.4643152,2011-10-31,22386,POINT(-100.4643152 32.8510052)
LPG,Greenville Automatic Gas Co,6690 Highway 50,2 miles east of Commerce,Commerce,TX,75428,,903-886-3045,E,,Public - see hours,"7:30am-5pm M-F, 7:30am-12pm Sat",Cash Checks M V,,,,,,,,,,200-8,33.27998,-95.8972013,2011-10-31,22390,POINT(-95.8972013 33.27998)
LPG,Greenville Automatic Gas Co,2393 FM 118,"IH-30, exit 96, 2 miles north",Greenville,TX,75403,,903-455-4546,E,,Public - see hours,8am-5pm M-F,Cash M V,,,,,,,,,,200-8,33.1429097,-96.0730485,2011-10-31,22392,POINT(-96.0730485 33.1429097)
LPG,Grillmasters Inc,3825 W Houston Haute Expwy,1 mile north of Highway 67,San Angelo,TX,76901,,325-949-0723,E,,Public - see hours,"8am-6pm M-F, 8am-3pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,31.450037,-100.489612,2011-10-31,22395,POINT(-100.489612 31.450037)
LPG,Guadalupe Gas Co,3720 S IH-35,"2 miles south on IH-35, Exit 184",New Braunfels,TX,78131,,830-625-2121,E,,Public - see hours,8am-5pm M-F,Cash M V,,,,,,,,,,200-8,29.669937,-98.162099,2011-10-31,22396,POINT(-98.162099 29.669937)
LPG,Precision Blend Inc,501 Rayford Rd,At Richards,Spring,TX,77380,,281-419-9629,E,,Public - see hours,"8am-4pm M-F, 9am-2pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,30.127533,-95.4341021,2011-10-31,22403,POINT(-95.4341021 30.127533)
LPG,Gas-Tec,440 B FM 2821 W,2 blocks west OF IH-45,Huntsville,TX,77320,5419,936-295-2481,E,,Public - call ahead,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,30.7418204,-95.5597326,2011-10-31,22404,POINT(-95.5597326 30.7418204)
LPG,Federal Petroleum Co,5694 S Padre Island Hwy,Route 48 between E Price Rd and N Central Ave,Brownsville,TX,78521,,956-831-9303,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,25.9299177,-97.4507598,2011-10-31,22406,POINT(-97.4507598 25.9299177)
LPG,Ferrellgas,26585 Highway 281 N,6 miles north of Loop 1604  4 miles south of Bulverde,Bulverde,TX,78260,,210-661-6700,E,,Public - see hours,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,29.69429,-98.452971,2011-10-31,22408,POINT(-98.452971 29.69429)
LPG,Ferrellgas,712 N Robinson Dr,1 mile south of Loop 340 on 77,Waco,TX,76706,,817-596-0123,E,,Public - call ahead,Call ahead for arrangements,Cash Checks A D M V,,,,,,,,,,200-8,31.492626,-97.124207,2011-10-31,22411,POINT(-97.124207 31.492626)
LPG,Ferrellgas,5514 E Houston,,San Antonio,TX,78220,,210-661-6700,E,,Public - see hours,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,29.4234605,-98.3901188,2011-10-31,22412,POINT(-98.3901188 29.4234605)
LPG,Ferrellgas,99 Holmes Rd,Exit S Main to Holmes Road,Houston,TX,77045,,713-667-1122,E,,Public - see hours,8am-5pm M-F,Cash A D M V,,,,,,,,,,200-8,29.654706,-95.441191,2011-10-31,22413,POINT(-95.441191 29.654706)
LPG,Flying J,7112 IH-10 W,Highway 62 junction,Orange,TX,77632,,409-883-9465,E,,Public - call ahead,24 hours daily,Cash A D M V,,,,,,,,,,200-8,30.116176,-93.821507,2011-10-31,22420,POINT(-93.821507 30.116176)
LPG,Flying J,9601 IH-40 E,Exit 76,Amarillo,TX,79111,,806-335-1475,E,,Public - see hours,24 hours daily,Cash Checks A D M V,,,,,,,,,,200-8,35.193304,-101.724097,2011-10-31,22421,POINT(-101.724097 35.193304)
LPG,Fort Worth Butane Gas Co,5828 E Belknap,1 mile north of 121 on Highway 183,Fort Worth,TX,76117,,817-838-6961,E,,Public - see hours,"8am-5:30pm M-F, 9am-4pm Sat",Cash A D M V,,,,,,,,,,200-8,32.803464,-97.25894,2011-10-31,22423,POINT(-97.25894 32.803464)
LPG,Fronk Oil Co,900 E Industrial Ave,Highway 15,Booker,TX,79005,,806-658-4565,E,,Public - call ahead,"7:30am-5pm M-F, 8am-12pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,36.455631,-100.527391,2011-10-31,22431,POINT(-100.527391 36.455631)
LPG,Frontier LP Gas Co,7551 Highway 19,,Athens,TX,75751,,903-675-8950,E,,Public - see hours,"8am-4:30pm M-F, 8am-12pm Sat",Cash A M V,,,,,,,,,,200-8,32.1289194,-95.8201508,2011-10-31,22432,POINT(-95.8201508 32.1289194)
LPG,Fulfer Propane Co,20306 N State Highway 108,10 miles north of Stephenville,Stephenville,TX,76401,,254-968-8488,E,,Public - call ahead,Call ahead for arrangements,Cash Checks M V,,,,,,,,,,200-8,32.3397277,-98.2822586,2011-10-31,22433,POINT(-98.2822586 32.3397277)
LPG,Federal Petroleum Co,300 N Milano Rd,"At Milanos Road, 1.5 miles west of Weslaco",Weslaco,TX,78596,,956-968-3848,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,26.164596,-98.014715,2011-10-31,22439,POINT(-98.014715 26.164596)
LPG,ETOX - East Texas Oxygen Co,4608 Highway 271,At Loop 323 and Highway 271,Tyler,TX,75708,,903-592-1532,E,,Public - see hours,"7:30am-6pm M-F, 8am-12pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,32.386548,-95.2758623,2011-10-31,22446,POINT(-95.2758623 32.386548)
LPG,East Texas Sonar,3200 N Eastman Highway 259,1 mile north of Loop 281,Longview,TX,75605,,903-663-4648,E,,Public - see hours,"9am-6pm T-F, 9am-3pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,32.535716,-94.723256,2011-10-31,22447,POINT(-94.723256 32.535716)
LPG,Texan RV Ranch,1961 Lone Star Rd,At 287 S Lone Star Rd exit,Mansfield,TX,76063,,817-473-1666,E,,Public - call ahead,"8am-8pm M-Sat, 12pm-8pm Sun",Cash Checks A D M V,,,,,,,,,,200-8,32.535208,-97.110558,2011-10-31,22449,POINT(-97.110558 32.535208)
LPG,Enderby Gas,3101 Highway 82 E,2 miles east of Highway 75 and Highway 82 intersection,Sherman,TX,75090,,903-892-8933,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash D M V,,,,,,,,,,200-8,33.6679562,-96.5958478,2011-10-31,22455,POINT(-96.5958478 33.6679562)
LPG,Enderby Gas,1019 S Stemmons,"IH-35, exit 477 458-1993",Sanger,TX,76266,,940-458-1993,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat (winter hours only)",Cash Checks D M V,,,,,,,,,,200-8,33.3642151,-97.1810017,2011-10-31,22456,POINT(-97.1810017 33.3642151)
LPG,West Texas Gas Co,102 E Hill St,,Spur,TX,79370,,806-271-3369,E,,Public - call ahead,"7:30am-5pm M-F, 8am-12pm Sat",Cash Checks M V,,,,,,,,,,200-8,33.4806838,-100.8531821,2011-10-31,22457,POINT(-100.8531821 33.4806838)
LPG,Farmers Propane,1310 S US Highway 281,2 miles south of Hamilton,Hamilton,TX,76531,,254-386-3113,E,,Public - call ahead,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash A D M V,,,,,,,,,,200-8,31.676563,-98.135101,2011-10-31,22460,POINT(-98.135101 31.676563)
LPG,Consumers LPG & Appliance,9884 FM 1617,At Highway 19 S,Trinity,TX,75862,,936-594-2156,E,,Public - see hours,8am-4pm M-F,Cash Checks M V,,,,,,,,,,GPS,30.936706,-95.374994,2011-10-31,22466,POINT(-95.374994 30.936706)
LPG,Country Boys Feed & Supply,305 Main St,At Cedar,Rocksprings,TX,78880,,830-683-3101,E,,Public - see hours,"6:45am-5pm M-F, 8am-2pm Sat",Cash M V,,,,,,,,,,200-8,30.015613,-100.205336,2011-10-31,22470,POINT(-100.205336 30.015613)
LPG,Crosby County Fuel Association,231 Highway 62,Highway 62 Bypass just outside city limits,Ralls,TX,79357,,806-253-2518,E,,Public - see hours,"7am-6pm M-F, 7am-1pm Sat",Cash M V,,,,,,,,,,GPS,33.711812,-101.387878,2011-11-30,22473,POINT(-101.387878 33.711812)
LPG,Deck's Propane,506 E Young,1.5 mile east on Highway 29,Llano,TX,78643,,325-247-4449,E,,Public - call ahead,8am-12pm and 1pm-5pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,30.759142,-98.66809,2011-10-31,22481,POINT(-98.66809 30.759142)
LPG,McQueen Propane,3120 NW Loop 286,1.5 miles northwest of Lamar County Courthouse,Paris,TX,75460,,903-785-1575,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,33.678253,-95.591278,2011-10-31,22484,POINT(-95.591278 33.678253)
LPG,Canadian Oil & Gas Co,320 1st St,1 block north of Highway 60 and Highway 83 intersection,Canadian,TX,79014,,806-323-6481,E,,Public - call ahead,"7am-5pm M-F, 7am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,35.9126429,-100.3891547,2011-10-31,22485,POINT(-100.3891547 35.9126429)
LPG,Casey's Campers,1607 E 3rd St,"Off IH-20, 1 block from Denny's",Big Spring,TX,79720,,432-263-8452,E,,Public - see hours,"8:30am-5:30pm M-F, 9am-1pm Sat",Cash A D M V,,,,,,,,,,200-8,32.2595276,-101.4566173,2011-10-31,22490,POINT(-101.4566173 32.2595276)
LPG,Central Texas Energy Suppliers,Highway 377,At Highway 67 E,Comanche,TX,76442,,325-356-5239,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat (winter only)",Cash A D M V,,,,,,,,,,GPS,31.897417,-98.606753,2011-09-30,22495,POINT(-98.606753 31.897417)
LPG,Charles Oil & Gas,205 Gardner Ave,"Hwy 60, by intersection of gardner ave and 3rd street",Bovina,TX,79009,,806-238-1284,E,,Public - see hours,8am-5:30pm M-Sat,Cash A D M V,,,,,,,,,,GPS,34.5214,-102.891183,2011-10-31,22498,POINT(-102.891183 34.5214)
LPG,Chico Butane Gas Co,400 Highway 101 S,Just south of Highway 1810,Chico,TX,76431,,940-644-2624,E,,Public - call ahead,"8:30am-5pm M-F, 9am-12pm Sat",Cash D M V,,,,,,,,,,200-8,33.2903355,-97.7940362,2011-10-31,22499,POINT(-97.7940362 33.2903355)
LPG,Citgo,103 S Highway 45,"Exit 270, Beltline Road",Wilmer,TX,75172,,972-441-3747,E,,Public - see hours,9am-9pm daily,Cash A D M V,,,,,,,,,,200-8,33.4424147,-94.1307991,2011-10-31,22500,POINT(-94.1307991 33.4424147)
LPG,Cleburne Propane,2411 Highway 377 E,,Granbury,TX,76048,,817-279-8750,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,32.447212,-97.743203,2011-10-31,22503,POINT(-97.743203 32.447212)
LPG,Cleburne Propane,1106 W Kilpatrick,East of Highway 174,Cleburne,TX,76033,,817-558-9809,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash Checks A M V,,,,,,,,,,200-8,32.364687,-97.410802,2011-10-31,22504,POINT(-97.410802 32.364687)
LPG,Colorado County Butane,1146 Highway 90A Alt,1.5 miles west of Sheridan,Sheridan,TX,77475,,979-234-2074,E,,Public - call ahead,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,GPS,29.486216,-96.693633,2011-10-31,22509,POINT(-96.693633 29.486216)
LPG,Concho Park,24282 Recreation Rd 11,"County Rd 47-63. On Lake Ivie, 4 miles north on Highway 83 to FM 1929, cross bridge-station is 2.5 mi past bridge",Lake Ivie,TX,76862,,325-357-4466,E,,Public - call ahead,"6am-6pm Sun-Th, 6am-8pm F-Sat",Cash A D M V,,,,,,,,,,GPS,31.536936,-99.703179,2011-12-31,22511,POINT(-99.703179 31.536936)
LPG,AmeriGas,6501 N Colorado Blvd,,Commerce City,CO,80022,2217,303-293-8791,E,,Public - card key after hours,8am-4:30pm M-F; 24 hours daily with CleanFUEL USA Card; call station to make arrangements for card,Cash M V,,,,,,,,,,200-8,39.81508,-104.941608,2011-08-31,22515,POINT(-104.941608 39.81508)
LPG,Ferrellgas,6672 W Sundust Rd,,Chandler,AZ,85226,,602-278-8511,E,,Public - card key at all times,24 hours daily; Pro-Key required - contact Ferrellgas for details,,,,,,,,,,,200-8,33.2809252,-111.9594503,2011-06-30,22522,POINT(-111.9594503 33.2809252)
LPG,Frio Canyon Propane,633 US 83,Across from High Places Realty,Leakey,TX,78873,,830-232-5282,E,,Public - call ahead,8am-5pm M-Sat,Cash Checks,,,,,,,,,,GPS,29.719475,-99.7636,2011-10-31,22525,POINT(-99.7636 29.719475)
LPG,A & R Builders,2200 S 6th St,,Kingsville,TX,78363,,361-595-4144,E,,Public - see hours,"7:30am-4:30pm M-Th, 7:30am-3:30pm F",Cash A D M V,,,,,,,,,,200-8,27.495243,-97.867293,2011-10-31,22530,POINT(-97.867293 27.495243)
LPG,A-Team Rentals,1715 E 10th St,West of Ross St intersection,Amarillo,TX,79102,,806-373-8326,E,,Public - see hours,"8am-5:30pm M-F, 8am-4pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,35.2008015,-101.8167768,2011-10-31,22531,POINT(-101.8167768 35.2008015)
LPG,AAA Butane Gas Co,Highway 72 & Highway 237,Junction of 72 and 237,Yorktown,TX,78164,,361-564-2441,E,,Public - see hours,"8am-12pm, 1pm-5pm M-F",Cash Checks A D M V,,,,,,,,,,GPS,28.990406,-97.490786,2011-10-31,22533,POINT(-97.490786 28.990406)
LPG,Adkins Propane,302 E Commerce,Highway 70,Crowell,TX,79227,,940-684-1441,E,,Public - see hours,"7am-5pm M-F, 7am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,33.9840841,-99.7199462,2011-10-31,22538,POINT(-99.7199462 33.9840841)
LPG,Camper City,12202 N Navarro,,Victoria,TX,77904,,361-573-6911,E,,Public - see hours,"8am-6pm M-F, 9am-2pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,28.888205,-96.993775,2011-10-31,22549,POINT(-96.993775 28.888205)
LPG,AmeriGas,6801 Mitchell Pkwy,4.5 miles south of IH-20,Arlington,TX,76002,3702,817-467-1727,E,,Public - call ahead,7am-4pm M-F,Cash Checks A M V,,,,,,,,,,200-8,32.630437,-97.082296,2011-10-31,22554,POINT(-97.082296 32.630437)
LPG,Askins Propane Co,Highway 277 N,0.5 mile north of city on Highway 277 N,Bronte,TX,76933,,325-473-2705,E,,Public - see hours,"8am-5pm M-F, 9am-12pm Sat",Cash Checks D M V,,,,,,,,,,GPS,31.898242,-100.285947,2011-10-31,22564,POINT(-100.285947 31.898242)
LPG,Askins LPG Co,202 Commerce,On Highway 158,Robert Lee,TX,76945,,325-453-2060,E,,Public - call ahead,"8am-5pm M-F, 9am-12pm Sat",Cash Checks M V,,,,,,,,,,200-8,31.888939,-100.4875426,2011-10-31,22565,POINT(-100.4875426 31.888939)
LPG,The Propane Co,1201 Loop 301 E,"IH-30,exit 127",Sulphur Springs,TX,75482,,903-885-6501,E,,Public - see hours,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,33.152447,-95.620069,2011-10-31,22566,POINT(-95.620069 33.152447)
LPG,Automatic Gas Co,18373 State Highway 274,4 miles south of Kemp,Kemp,TX,75143,,903-498-7713,E,,Public - see hours,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,32.381561,-96.240819,2011-10-31,22569,POINT(-96.240819 32.381561)
LPG,Automatic Gas Co,710 Highway 64 W,0.5 mile from Highway 79,Henderson,TX,75652,,903-657-9166,E,,Public - see hours,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-8,32.164929,-94.8057809,2011-10-31,22570,POINT(-94.8057809 32.164929)
LPG,Automatic Gas Co,22130 Highway 110 S,1 mile north of Troup,Troup,TX,75789,,903-842-3467,E,,Public - see hours,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,200-8,32.1553623,-95.1547723,2011-10-31,22572,POINT(-95.1547723 32.1553623)
LPG,Automatic Gas Co,290 Highway 429 N,North of Highway 80,Terrell,TX,75161,,972-551-1099,E,,Public - see hours,8am-5pm M-F,Cash D M V,,,,,,,,,,200-8,30.276806,-98.408337,2011-10-31,22573,POINT(-98.408337 30.276806)
LPG,Kelly Propane and Fuel,705 E Olive St,6 miles west of Wichita Falls on 277,East Holliday,TX,76310,,940-696-5631,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat (Sat hours in winter only)",Cash A D M V,,,,,,,,,,200-8,33.820013,-98.684263,2011-10-31,22574,POINT(-98.684263 33.820013)
LPG,B & A LP Gas,715 N Broadway,On Highway 84,Post,TX,79356,,806-495-2425,E,,Public - see hours,"8am-12pm, 1pm-5pm M-F",Cash Checks D M V,,,,,,,,,,200-8,33.1981129,-101.3784967,2011-10-31,22577,POINT(-101.3784967 33.1981129)
LPG,Baygas,12521 Highway 6,,Santa Fe,TX,77510,,409-927-8700,E,,Public - see hours,"9am-5pm M-F, 9am-1pm Sat",Cash Checks D M V,,,,,,,,,,200-8,29.37369,-95.092982,2011-10-31,22582,POINT(-95.092982 29.37369)
LPG,Baygas,2694 Calder Dr,0.75 mile south of IH 45,League City,TX,77573,,281-332-2630,E,,Public - see hours,"8am-5pm M-F, 8:30am-1pm Sat",Cash Checks D M V,,,,,,,,,,200-8,29.479034,-95.103923,2011-10-31,22583,POINT(-95.103923 29.479034)
LPG,Betts Oil & Butane,401 N Sharry Rd,across from IHOP,Mission,TX,78572,,956-519-0622,E,,Public - see hours,"7:30am-7pm M-F, 8am-7pm Sat",Cash A D M V,,,,,,,,,,200-8,32.7320927,-97.0715662,2011-10-31,22586,POINT(-97.0715662 32.7320927)
LPG,Wheat Energy Services,101 Locust St,IH-20 Business Loop,Abilene,TX,79602,,325-673-4613,E,,Public - call ahead,"8am-5pm M-F, 8am-12pm Sat",Cash Checks A D M V,,,,,,,,,,200-8,32.4482725,-99.7299457,2011-10-31,22593,POINT(-99.7299457 32.4482725)
LPG,Bonanza Station,318 FM 1713,"At Katy Bridge, 6 miles outside of Whitney",Whitney,TX,76692,,254-694-2702,E,,Public - see hours,"8am-6pm M-Sat, 8am-1pm Sun",Cash A D M V,,,,,,,,,,200-8,31.950907,-97.388002,2011-10-31,22595,POINT(-97.388002 31.950907)
LPG,Boyd's Equipment,7154 Canyon Dr,"At Bell Street exit, West side of IH-27",Amarillo,TX,79109,,806-356-9102,E,,Public - see hours,"8am-5:30pm M-F, 9am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,35.1337212,-101.8984636,2011-10-31,22596,POINT(-101.8984636 35.1337212)
LPG,Brenham LP Gas,302 W Main St,,Brenham,TX,77833,,979-836-2331,E,,Public - call ahead,"7:30am-4:30pm M-F, 7:30am-12pm Sat (Sat hours in winter only)",Cash M V,,,,,,,,,,200-8,30.1669655,-96.4008248,2011-10-31,22599,POINT(-96.4008248 30.1669655)
LPG,Brownfield Farmers Co-op,902 W Main St,,Brownfield,TX,79316,,806-637-4517,E,,Public - see hours,"8am-6pm M-F, 7am-12pm Sat",Cash D M V,,,,,,,,,,200-8,33.1793619,-102.2855764,2011-10-31,22600,POINT(-102.2855764 33.1793619)
LPG,Buster Brown Propane,20126 Loop 494,At Highway 1485,New Caney,TX,77357,,281-689-3946,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,30.154107,-95.212284,2011-10-31,22603,POINT(-95.212284 30.154107)
BD,Pearson Fuels,4067 El Cajon Blvd,Corner of 15 Freeway and El Cajon Blvd,San Diego,CA,92105,,619-243-0456,E,,Public - credit card after hours,"6am-10pm M-F, 7am-10pm Sat-Sun",Cash A D M V Voyager Wright_Exp,B20,,,,,,,,,200-8,32.7549535,-117.107457,2011-12-31,22615,POINT(-117.107457 32.7549535)
E85,Pearson Fuel Depot,4067 El Cajon Blvd,Corner of 15 Freeway and El Cajon Boulevard,San Diego,CA,92105,,619-243-0456,E,,Public - credit card after hours,"6am-10pm M-F, 7am-10pm Sat-Sun",Cash Checks A D M V Voyager Wright_Exp CFN,,,,,,,,,,200-8,32.7549535,-117.107457,2011-09-30,22617,POINT(-117.107457 32.7549535)
E85,"Kwik Shop #728",5340 N Maize Rd,At 53rd Street,Maize,KS,67101,,316-722-6302,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,37.7801959,-97.462527,2011-06-30,22620,POINT(-97.462527 37.7801959)
BD,Capitol City Oil Inc,4141 NW Lower Silver Lake Rd,,Topeka,KS,66667,,785-233-8008,E,,Public - card key at all times,24 hours daily with Wright Express or card key; contact station to arrange for card key,Wright_Exp,B20,,,,,,,,,200-8,39.081447,-95.7211441,2011-05-31,22704,POINT(-95.7211441 39.081447)
BD,Hampel Oil,3950 W 30th St S,,Wichita,KS,67217,,316-529-1162,E,,Public - card key at all times,"24 hour access with card key, contact station for arrangements",,B20,,,,,,,,,200-8,37.639291,-97.388641,2011-05-31,22709,POINT(-97.388641 37.639291)
CNG,DTE Energy - Meijer Taylor,14640 Pardee Rd,At Eureka Road,Taylor,MI,48180,,734-374-4229,E,,Public - credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,42.198929,-83.258787,2012-02-29,22715,POINT(-83.258787 42.198929)
CNG,Oklahoma Natural Gas - Tulsa Service Center West,7002 S Union Ave,,Tulsa,OK,74132,,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,36.062686,-96.0116935,2011-05-31,22718,POINT(-96.0116935 36.062686)
CNG,Tillman's Producers Co-op Fueling Station,507 S Main St,,Frederick,OK,73542,6801,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,Q,3000,,,,,,,200-8,34.3849656,-99.0170062,2011-05-31,22719,POINT(-99.0170062 34.3849656)
CNG,Oklahoma Natural Gas - Stillwater Service Center,3424 N Perkins Rd,,Stillwater,OK,74074,,888-609-2410,E,,Public - credit card at all times,24 hours daily; for Fuelman card key call 888-609-2410,M V FuelMan Voyager,,B,3000,,,,,,,200-8,36.157396,-97.052954,2011-05-31,22720,POINT(-97.052954 36.157396)
CNG,Town of Chapel Hill,6836 Millhouse Rd,,Chapel Hill,NC,27516,2401,919-969-5142,E,,Private - government only,,,,Q,3000 3600,,,,,,,200-8,35.9843743,-79.0781378,2011-04-30,22724,POINT(-79.0781378 35.9843743)
CNG,Mineta San Jose International Airport,2151 Airport Blvd,At Rental Car Center Road,San Jose,CA,95110,,432-694-0202,E,,Public - credit card at all times,24 hours daily; also accept Pinnacle card,M V,,Q,3000 3600,,,,,,,200-8,37.367444,-121.933097,2011-03-31,22795,POINT(-121.933097 37.367444)
E85,Poppe's - Pro Fuel,1317 N State St,Highway 15 and I-90,Fairmont,MN,56031,3749,507-235-6216,E,,Public - see hours,6am-10pm daily,Cash A D M V Voyager,,,,,,,,,,200-8,43.6655472,-94.447662,2011-07-31,22819,POINT(-94.447662 43.6655472)
LPG,A&C Propane Inc,4888 Rocky Point Rd,"I-40 and 70 N south to Popular Grove, east to Rocky Point",Cookeville,TN,38506,,931-525-6584,E,,Public - call ahead,"8am-4:30pm M-F, 8am-12pm Sat",Cash A D M V,,,,,,,,,,200-8,36.129292,-85.4184039,2011-05-31,22867,POINT(-85.4184039 36.129292)
BD,Bartkus Oil Co,3501 Pearl St,Supplier is Blue Sun Biodiesel,Boulder,CO,80301,2421,303-442-6000,E,,Public - credit card after hours,8am-5pm M-F,Cash D M V Wright_Exp,B20,,,,,,,,,200-8,40.024485,-105.24846,2011-08-31,22871,POINT(-105.24846 40.024485)
E85,Cenex C-Store,101 Prairie Ave,At City Road 5,Butterfield,MN,56120,,507-956-5510,E,,Public - see hours,6am-10pm daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.9532525,-94.7940426,2011-07-31,23087,POINT(-94.7940426 43.9532525)
E85,Nu Way Co-op - Cenex,10 Broadway S,Highway 4 S,Trimont,MN,56176,,507-639-4491,E,,Public - see hours,7am-9pm daily,Cash Voyager Wright_Exp,,,,,,,,,,200-8,43.7619194,-94.7147639,2011-07-31,23088,POINT(-94.7147639 43.7619194)
